Directory Name	Species	Common name	Other species names	Species Taxonomy ID	Taxonomic Lineage	Assembly name	NCBI accession	Source of assembly	NCBI assembly name	NCBI assembly status	Assembly submission date	Assembly submitter organization	contig N50 (bp)	scaffold N50 (bp)	No. ancestral genes with intact ORF	No. ancestral genes with inactivating mutations	No. ancestral genes with missing sequences	Species_clean	assem	all	pga	pga_like	pag	assembly	PGA_all_CN	PGA_CN_primary	PGA_like_CN_primary	PAG_CN_primary	Scientific	Diet_Class	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	Scientific_clean	BodyMass-Value	plant_total_pct	animal_total_pct	plant_total_prop	plant_structural_prop	log10_body_mass	PGA_all_log1p	PGA_log1p	PGA_like_log1p	PAG_log1p	Diet_Group	tip_label
Panthera_leo__Lion__HLpanLeo3B__GCA_046254995.1	Panthera leo	Lion	Leo leo,Felis leo	9689	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera	HLpanLeo3B	GCA_046254995.1	NCBI	Pleo_Luke_hap1Y	Chromosome	2024-12-23	Smithsonian Institution	36060956	148784156	14186	508	502	Panthera leo	Panthera_leo__Lion__HLpanLeo3B__GCA_046254995.1	2	1	1	0	Panthera_leo__Lion__HLpanLeo3B__GCA_046254995.1	2	1	1	0	Panthera leo	Carnivore	0	90	0	0	0	10	0	0	0	0	Panthera leo	161499.06	0	100	0.0	0.0	5.208169998877642	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Panthera_leo
Panthera_leo__Lion__HLpanLeo3A__GCA_046255005.1	Panthera leo	Lion	Felis leo,Leo leo	9689	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera	HLpanLeo3A	GCA_046255005.1	NCBI	Pleo_Luke_hap2X	Chromosome	2024-12-23	Smithsonian Institution	28885624	149413159	15017	167	12	Panthera leo	Panthera_leo__Lion__HLpanLeo3A__GCA_046255005.1	2	1	1	0	Panthera_leo__Lion__HLpanLeo3A__GCA_046255005.1	2	1	1	0	Panthera leo	Carnivore	0	90	0	0	0	10	0	0	0	0	Panthera leo	161499.06	0	100	0.0	0.0	5.208169998877642	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Panthera_leo
Papio_anubis__olive_baboon__HLpapAnu6__GCA_008728515.2	Papio anubis	olive baboon	Papio hamadryas doguera,Doguera baboon,baboon,Kenya baboon,Anubis baboon,Papio doguera,Papio cynocephalus anubis,Papio hamadryas anubis	9555	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Papio	HLpapAnu6	GCA_008728515.2	NCBI	Panubis1.1	Chromosome	2022-04-27	University of California, San Francisco	1465768	140185856	14298	749	149	Papio anubis	Papio_anubis__olive_baboon__HLpapAnu6__GCA_008728515.2	2	2	0	0	Papio_anubis__olive_baboon__HLpapAnu6__GCA_008728515.2	2	2	0	0	Papio anubis	Omnivore	10	40	0	0	0	0	20	0	0	30	Papio anubis	17728.56	50	50	0.5	0.3	4.2486734615201724	1.0986122886681096	1.0986122886681096	0.0	0.0	Omnivore	Papio_anubis
Papio_anubis__olive_baboon__HLpapAnu5__GCA_008728515.1	Papio anubis	olive baboon	Papio hamadryas anubis,baboon,Anubis baboon,Doguera baboon,Papio cynocephalus anubis,Papio doguera,Papio hamadryas doguera,Kenya baboon	9555	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Papio	HLpapAnu5	GCA_008728515.1	NCBI	Panubis1.0	Chromosome	2019-10-02	University of California, San Francisco	1464978	140274886	14438	628	130	Papio anubis	Papio_anubis__olive_baboon__HLpapAnu5__GCA_008728515.1	2	2	0	0	Papio_anubis__olive_baboon__HLpapAnu5__GCA_008728515.1	2	2	0	0	Papio anubis	Omnivore	10	40	0	0	0	0	20	0	0	30	Papio anubis	17728.56	50	50	0.5	0.3	4.2486734615201724	1.0986122886681096	1.0986122886681096	0.0	0.0	Omnivore	Papio_anubis
Phyllostomus_discolor__pale_spear-nosed_bat__HLphyDis3__GCA_014049915.1	Phyllostomus discolor	pale spear-nosed bat		89673	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Phyllostomidae; Phyllostominae; Phyllostomus	HLphyDis3	GCA_014049915.1	NCBI, Bat1K			2019-04-28		15176516	171075004	14858	318	20	Phyllostomus discolor	Phyllostomus_discolor__pale_spear-nosed_bat__HLphyDis3__GCA_014049915.1	2	1	1	0	Phyllostomus_discolor__pale_spear-nosed_bat__HLphyDis3__GCA_014049915.1	2	1	1	0	Phyllostomus discolor	Omnivore	30	0	0	0	0	0	40	30	0	0	Phyllostomus discolor	34.13	70	30	0.7	0.0	1.5331362882786388	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Omnivore	Phyllostomus_discolor
Phyllostomus_discolor__Pale_spear-nosed_bat__HLphyDisc4__GCF_004126475.2	Phyllostomus discolor	Pale spear-nosed bat		89673	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Phyllostomidae; Phyllostominae; Phyllostomus	HLphyDisc4	GCF_004126475.2	NCBI	mPhyDis1.pri.v3	Chromosome	2020-05-12	Vertebrate Genomes Project	6892556	171742863	14141	1013	42	Phyllostomus discolor	Phyllostomus_discolor__Pale_spear-nosed_bat__HLphyDisc4__GCF_004126475.2	2	1	1	0	Phyllostomus_discolor__Pale_spear-nosed_bat__HLphyDisc4__GCF_004126475.2	2	1	1	0	Phyllostomus discolor	Omnivore	30	0	0	0	0	0	40	30	0	0	Phyllostomus discolor	34.13	70	30	0.7	0.0	1.5331362882786388	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Omnivore	Phyllostomus_discolor
Pipistrellus_nathusii__Nathusiuss_pipistrelle__HLpipNat1B__GCA_963693525.1	Pipistrellus nathusii	Nathusiuss pipistrelle	Pipistrellus nathusius,Vespertilio nathusii	59473	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	HLpipNat1B	GCA_963693525.1	NCBI, Camila Mazzoni			2023-10-14		19092895	86738551	14261	371	564	Pipistrellus nathusii	Pipistrellus_nathusii__Nathusiuss_pipistrelle__HLpipNat1B__GCA_963693525.1	12	1	11	0	Pipistrellus_nathusii__Nathusiuss_pipistrelle__HLpipNat1B__GCA_963693525.1	12	1	11	0	Pipistrellus nathusii	Insectivore	100	0	0	0	0	0	0	0	0	0	Pipistrellus nathusii	7.31	0	100	0.0	0.0	0.8639173769578604	2.5649493574615367	0.6931471805599453	2.4849066497880004	0.0	Animal_dominant	Pipistrellus_nathusii
Pipistrellus_nathusii__Nathusiuss_pipistrelle__HLpipNat1A__GCA_963693515.1	Pipistrellus nathusii	Nathusiuss pipistrelle	Pipistrellus nathusius,Vespertilio nathusii	59473	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	HLpipNat1A	GCA_963693515.1	NCBI, Camila Mazzoni			2023-10-14		17739480	97242187	14801	337	58	Pipistrellus nathusii	Pipistrellus_nathusii__Nathusiuss_pipistrelle__HLpipNat1A__GCA_963693515.1	12	1	11	0	Pipistrellus_nathusii__Nathusiuss_pipistrelle__HLpipNat1A__GCA_963693515.1	12	1	11	0	Pipistrellus nathusii	Insectivore	100	0	0	0	0	0	0	0	0	0	Pipistrellus nathusii	7.31	0	100	0.0	0.0	0.8639173769578604	2.5649493574615367	0.6931471805599453	2.4849066497880004	0.0	Animal_dominant	Pipistrellus_nathusii
Pongo_abelii__Sumatran_orangutan__HLponAbe4__GCA_028885655.2	Pongo abelii	Sumatran orangutan	Orangutan,Pongo pygmaeus abelii,orang utan,Pongo pygmaeus abeli,Orang-utan	9601	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Ponginae; Pongo	HLponAbe4	GCA_028885655.2	NCBI			2023-12-09		146197178	146197178	15156	36	4	Pongo abelii	Pongo_abelii__Sumatran_orangutan__HLponAbe4__GCA_028885655.2	8	8	0	0	Pongo_abelii__Sumatran_orangutan__HLponAbe4__GCA_028885655.2	8	8	0	0	Pongo abelii	Frugivore	10	0	0	0	10	0	80	0	0	0	Pongo abelii	39696.12	80	20	0.8	0.0	4.59874805978734	2.197224577336219	2.197224577336219	0.0	0.0	Plant_dominant	Pongo_abelii
Pongo_abelii__Sumatran_orangutan__ponAbe3__GCF_002880775.1	Pongo abelii	Sumatran orangutan	orang utan,Pongo pygmaeus abelii,Pongo pygmaeus abeli,Orang-utan,Orangutan	9601	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Ponginae; Pongo	ponAbe3	GCF_002880775.1	NCBI	Susie_PABv2	Chromosome	2018-01-19	University of Washington	11074009	98475126	14972	203	21	Pongo abelii	Pongo_abelii__Sumatran_orangutan__ponAbe3__GCF_002880775.1	1	1	0	0	Pongo_abelii__Sumatran_orangutan__ponAbe3__GCF_002880775.1	1	1	0	0	Pongo abelii	Frugivore	10	0	0	0	10	0	80	0	0	0	Pongo abelii	39696.12	80	20	0.8	0.0	4.59874805978734	0.6931471805599453	0.6931471805599453	0.0	0.0	Plant_dominant	Pongo_abelii
Pongo_pygmaeus__Bornean_orangutan__HLponPyg2__GCA_028885625.2	Pongo pygmaeus	Bornean orangutan	orang utan,Simia pygmaeus,Orangutan,Orang-utan	9600	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Ponginae; Pongo	HLponPyg2	GCA_028885625.2	NCBI			2024-01-12		140592248	143261986	15157	34	5	Pongo pygmaeus	Pongo_pygmaeus__Bornean_orangutan__HLponPyg2__GCA_028885625.2	5	5	0	0	Pongo_pygmaeus__Bornean_orangutan__HLponPyg2__GCA_028885625.2	5	5	0	0	Pongo pygmaeus	Frugivore	10	0	0	0	10	0	80	0	0	0	Pongo pygmaeus	37000.0	80	20	0.8	0.0	4.568201724066995	1.791759469228055	1.791759469228055	0.0	0.0	Plant_dominant	Pongo_pygmaeus
Pongo_pygmaeus__Bornean_orangutan__HLponPyg1__GCA_023767775.1	Pongo pygmaeus	Bornean orangutan	orang utan,Orangutan,Orang-utan	9600	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Ponginae; Pongo	HLponPyg1	GCA_023767775.1	NCBI	ASM2376777v1	Scaffold	2022-06-17	BGI-Shenzhen	15810633	15810633	13874	1163	159	Pongo pygmaeus	Pongo_pygmaeus__Bornean_orangutan__HLponPyg1__GCA_023767775.1	1	1	0	0	Pongo_pygmaeus__Bornean_orangutan__HLponPyg1__GCA_023767775.1	1	1	0	0	Pongo pygmaeus	Frugivore	10	0	0	0	10	0	80	0	0	0	Pongo pygmaeus	37000.0	80	20	0.8	0.0	4.568201724066995	0.6931471805599453	0.6931471805599453	0.0	0.0	Plant_dominant	Pongo_pygmaeus
Rattus_norvegicus__Norway_rat__HLratNor8__GCF_036323735.1	Rattus norvegicus	Norway rat	rat,rats,Rattus sp. strain Wistar,brown rat,laboratory rat,Rattus PC12 clone IS,Mus norvegicus,Buffalo rat,Sprague-Dawley rat,zitter rats,Wistar rats	10116	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus	HLratNor8	GCF_036323735.1	NCBI	GRCr8	Chromosome	2024-01-31	Genome Reference Consortium	64250101	137014596	14874	266	56	Rattus norvegicus	Rattus_norvegicus__Norway_rat__HLratNor8__GCF_036323735.1	1	0	1	0	Rattus_norvegicus__Norway_rat__HLratNor8__GCF_036323735.1	1	0	1	0	Rattus norvegicus	Omnivore	30	0	0	0	0	0	20	0	40	10	Rattus norvegicus	338.33	70	30	0.7	0.1	2.529340508745123	0.6931471805599453	0.0	0.6931471805599453	0.0	Omnivore	Rattus_norvegicus
Rattus_norvegicus__Norway_rat__rn7__GCF_015227675.2	Rattus norvegicus	Norway rat	Rattus PC12 clone IS,Rattus sp. strain Wistar,laboratory rat,Buffalo rat,Wistar rats,zitter rats,rat,Sprague-Dawley rat,brown rat,rats	10116	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus	rn7	GCF_015227675.2	NCBI	mRatBN7.2	Chromosome	2020-11-10	Wellcome Sanger Institute	29198295	135012528	14752	389	55	Rattus norvegicus	Rattus_norvegicus__Norway_rat__rn7__GCF_015227675.2	1	0	1	0	Rattus_norvegicus__Norway_rat__rn7__GCF_015227675.2	1	0	1	0	Rattus norvegicus	Omnivore	30	0	0	0	0	0	20	0	40	10	Rattus norvegicus	338.33	70	30	0.7	0.1	2.529340508745123	0.6931471805599453	0.0	0.6931471805599453	0.0	Omnivore	Rattus_norvegicus
Rhinolophus_affinis__intermediate_horseshoe_bat__HLrhiAff2__GCA_043728065.1	Rhinolophus affinis	intermediate horseshoe bat		59477	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus	HLrhiAff2	GCA_043728065.1	NCBI, Bat1K			2021-10-03		65534120	85365043	15011	179	6	Rhinolophus affinis	Rhinolophus_affinis__intermediate_horseshoe_bat__HLrhiAff2__GCA_043728065.1	1	1	0	0	Rhinolophus_affinis__intermediate_horseshoe_bat__HLrhiAff2__GCA_043728065.1	1	1	0	0	Rhinolophus affinis	Insectivore	100	0	0	0	0	0	0	0	0	0	Rhinolophus affinis	13.63	0	100	0.0	0.0	1.1344958558346736	0.6931471805599453	0.6931471805599453	0.0	0.0	Animal_dominant	Rhinolophus_affinis
Rhinolophus_affinis__Intermediate_horseshoe_bat__HLrhiAff4__GCA_040057535.1	Rhinolophus affinis	Intermediate horseshoe bat		59477	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus	HLrhiAff4	GCA_040057535.1	NCBI	ASM4005753v1	Chromosome	2024-06-04	Shaanxi Normal University	201316	92909886	14092	753	351	Rhinolophus affinis	Rhinolophus_affinis__Intermediate_horseshoe_bat__HLrhiAff4__GCA_040057535.1	1	1	0	0	Rhinolophus_affinis__Intermediate_horseshoe_bat__HLrhiAff4__GCA_040057535.1	1	1	0	0	Rhinolophus affinis	Insectivore	100	0	0	0	0	0	0	0	0	0	Rhinolophus affinis	13.63	0	100	0.0	0.0	1.1344958558346736	0.6931471805599453	0.6931471805599453	0.0	0.0	Animal_dominant	Rhinolophus_affinis
Rhinolophus_ferrumequinum__greater_horseshoe_bat__HLrhiFer6__GCF_004115265.1	Rhinolophus ferrumequinum	greater horseshoe bat		59479	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus	HLrhiFer6	GCF_004115265.1	NCBI	mRhiFer1_v1.p	Chromosome	2019-05-16	Vertebrate Genomes Project	31900497	88025743	14649	527	20	Rhinolophus ferrumequinum	Rhinolophus_ferrumequinum__greater_horseshoe_bat__HLrhiFer6__GCF_004115265.1	1	1	0	0	Rhinolophus_ferrumequinum__greater_horseshoe_bat__HLrhiFer6__GCF_004115265.1	1	1	0	0	Rhinolophus ferrumequinum	Insectivore	100	0	0	0	0	0	0	0	0	0	Rhinolophus ferrumequinum	21.06	0	100	0.0	0.0	1.3234583668494677	0.6931471805599453	0.6931471805599453	0.0	0.0	Animal_dominant	Rhinolophus_ferrumequinum
Rhinolophus_ferrumequinum__greater_horseshoe_bat__HLrhiFer5__GCA_014108255.1	Rhinolophus ferrumequinum	greater horseshoe bat		59479	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus	HLrhiFer5	GCA_014108255.1	NCBI, Bat1K			2019-04-28		21749602	91996154	14922	227	47	Rhinolophus ferrumequinum	Rhinolophus_ferrumequinum__greater_horseshoe_bat__HLrhiFer5__GCA_014108255.1	1	1	0	0	Rhinolophus_ferrumequinum__greater_horseshoe_bat__HLrhiFer5__GCA_014108255.1	1	1	0	0	Rhinolophus ferrumequinum	Insectivore	100	0	0	0	0	0	0	0	0	0	Rhinolophus ferrumequinum	21.06	0	100	0.0	0.0	1.3234583668494677	0.6931471805599453	0.6931471805599453	0.0	0.0	Animal_dominant	Rhinolophus_ferrumequinum
Rhinolophus_hipposideros__Lesser_horseshoe_bat__HLrhiHip1A__GCA_964194185.1	Rhinolophus hipposideros	Lesser horseshoe bat	Vespertilio hipposideros	77218	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus	HLrhiHip1A	GCA_964194185.1	NCBI	mRhiHip2.hap1.1	Chromosome	2024-06-28	WELLCOME SANGER INSTITUTE	2014157	88364482	14891	236	69	Rhinolophus hipposideros	Rhinolophus_hipposideros__Lesser_horseshoe_bat__HLrhiHip1A__GCA_964194185.1	1	1	0	0	Rhinolophus_hipposideros__Lesser_horseshoe_bat__HLrhiHip1A__GCA_964194185.1	1	1	0	0	Rhinolophus hipposideros	Insectivore	100	0	0	0	0	0	0	0	0	0	Rhinolophus hipposideros	4.71	0	100	0.0	0.0	0.6730209071288962	0.6931471805599453	0.6931471805599453	0.0	0.0	Animal_dominant	Rhinolophus_hipposideros
Rhinolophus_hipposideros__Lesser_horseshoe_bat__HLrhiHip1B__GCA_964194215.1	Rhinolophus hipposideros	Lesser horseshoe bat	Vespertilio hipposideros	77218	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus	HLrhiHip1B	GCA_964194215.1	NCBI	mRhiHip2.hap2.1	Scaffold	2024-06-27	WELLCOME SANGER INSTITUTE	1922115	89090646	14897	219	80	Rhinolophus hipposideros	Rhinolophus_hipposideros__Lesser_horseshoe_bat__HLrhiHip1B__GCA_964194215.1	1	1	0	0	Rhinolophus_hipposideros__Lesser_horseshoe_bat__HLrhiHip1B__GCA_964194215.1	1	1	0	0	Rhinolophus hipposideros	Insectivore	100	0	0	0	0	0	0	0	0	0	Rhinolophus hipposideros	4.71	0	100	0.0	0.0	0.6730209071288962	0.6931471805599453	0.6931471805599453	0.0	0.0	Animal_dominant	Rhinolophus_hipposideros
Rhynchocyon_petersi__Black_and_rufous_elephant_shrew__HLrhyPet1B__GCA_043290065.1	Rhynchocyon petersi	Black and rufous elephant shrew	black and rufous sengi	320637	Mammalia; Theria; Eutheria; Afrotheria; Macroscelidea; Macroscelididae; Rhynchocyon	HLrhyPet1B	GCA_043290065.1	NCBI	mRhyPet1.hap2	Chromosome	2024-10-17	Vertebrate Genomes Project	13791435	546604020	14364	262	570	Rhynchocyon petersi	Rhynchocyon_petersi__Black_and_rufous_elephant_shrew__HLrhyPet1B__GCA_043290065.1	2	1	1	0	Rhynchocyon_petersi__Black_and_rufous_elephant_shrew__HLrhyPet1B__GCA_043290065.1	2	1	1	0	Rhynchocyon petersi	Insectivore	100	0	0	0	0	0	0	0	0	0	Rhynchocyon petersi	424.0	0	100	0.0	0.0	2.6273658565927325	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Rhynchocyon_petersi
Rhynchocyon_petersi__Black_and_rufous_elephant_shrew__HLrhyPet1A__GCA_043290085.1	Rhynchocyon petersi	Black and rufous elephant shrew	black and rufous sengi	320637	Mammalia; Theria; Eutheria; Afrotheria; Macroscelidea; Macroscelididae; Rhynchocyon	HLrhyPet1A	GCA_043290085.1	NCBI	mRhyPet1.hap1	Chromosome	2024-10-17	Vertebrate Genomes Project	13617243	521973465	14848	302	46	Rhynchocyon petersi	Rhynchocyon_petersi__Black_and_rufous_elephant_shrew__HLrhyPet1A__GCA_043290085.1	2	1	1	0	Rhynchocyon_petersi__Black_and_rufous_elephant_shrew__HLrhyPet1A__GCA_043290085.1	2	1	1	0	Rhynchocyon petersi	Insectivore	100	0	0	0	0	0	0	0	0	0	Rhynchocyon petersi	424.0	0	100	0.0	0.0	2.6273658565927325	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Rhynchocyon_petersi
Rhynchonycteris_naso__Proboscis_bat__HLrhyNas2B__GCA_037038555.1	Rhynchonycteris naso	Proboscis bat	Vespertilio naso	249017	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Emballonuridae; Emballonurinae; Rhynchonycteris	HLrhyNas2B	GCA_037038555.1	NCBI	mRhyNas2.hap2	Chromosome	2024-03-06	Bat1K Project	108301702	288038771	14264	387	545	Rhynchonycteris naso	Rhynchonycteris_naso__Proboscis_bat__HLrhyNas2B__GCA_037038555.1	2	1	1	0	Rhynchonycteris_naso__Proboscis_bat__HLrhyNas2B__GCA_037038555.1	2	1	1	0	Rhynchonycteris naso	Insectivore	100	0	0	0	0	0	0	0	0	0	Rhynchonycteris naso	3.83	0	100	0.0	0.0	0.5831987739686227	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Rhynchonycteris_naso
Rhynchonycteris_naso__Proboscis_bat__HLrhyNas2A__GCA_037038545.1	Rhynchonycteris naso	Proboscis bat	Vespertilio naso	249017	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Emballonuridae; Emballonurinae; Rhynchonycteris	HLrhyNas2A	GCA_037038545.1	NCBI	mRhyNas2.hap1	Chromosome	2024-03-06	Bat1K Project	86271459	286991050	14795	373	28	Rhynchonycteris naso	Rhynchonycteris_naso__Proboscis_bat__HLrhyNas2A__GCA_037038545.1	2	1	1	0	Rhynchonycteris_naso__Proboscis_bat__HLrhyNas2A__GCA_037038545.1	2	1	1	0	Rhynchonycteris naso	Insectivore	100	0	0	0	0	0	0	0	0	0	Rhynchonycteris naso	3.83	0	100	0.0	0.0	0.5831987739686227	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Animal_dominant	Rhynchonycteris_naso
Sigmodon_hispidus__Hispid_cotton_rat__HLsigHisp3__GCA_047301775.1	Sigmodon hispidus	Hispid cotton rat	Sigmodon hispiedis	42415	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Sigmodon	HLsigHisp3	GCA_047301775.1	NCBI	ASM4730177v1	Chromosome	2025-01-30	Institute of Microbiology, Chinese Academy of Sciences	77390441	118707662	14807	321	68	Sigmodon hispidus	Sigmodon_hispidus__Hispid_cotton_rat__HLsigHisp3__GCA_047301775.1	1	0	1	0	Sigmodon_hispidus__Hispid_cotton_rat__HLsigHisp3__GCA_047301775.1	1	0	1	0	Sigmodon hispidus	Omnivore	50	0	0	0	0	0	0	0	0	50	Sigmodon hispidus	92.38	50	50	0.5	0.5	1.965577957910528	0.6931471805599453	0.0	0.6931471805599453	0.0	Omnivore	Sigmodon_hispidus
Sigmodon_hispidus__Hispid_cotton_rat__HLsigHis2__GCA_041721565.1	Sigmodon hispidus	Hispid cotton rat	Sigmodon hispiedis	42415	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Sigmodon	HLsigHis2	GCA_041721565.1	NCBI	HispidOSU	Chromosome	2024-09-03	The Ohio State University	360703	107795196	14726	348	122	Sigmodon hispidus	Sigmodon_hispidus__Hispid_cotton_rat__HLsigHis2__GCA_041721565.1	1	0	1	0	Sigmodon_hispidus__Hispid_cotton_rat__HLsigHis2__GCA_041721565.1	1	0	1	0	Sigmodon hispidus	Omnivore	50	0	0	0	0	0	0	0	0	50	Sigmodon hispidus	92.38	50	50	0.5	0.5	1.965577957910528	0.6931471805599453	0.0	0.6931471805599453	0.0	Omnivore	Sigmodon_hispidus
Sorex_ornatus__Ornate_shrew__HLsorOrn1B__GCA_041430635.1	Sorex ornatus	Ornate shrew		126318	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Sorex	HLsorOrn1B	GCA_041430635.1	NCBI	mSorOrn1.0.a	Scaffold	2024-08-22	UCLA	19322863	113643214	14398	573	225	Sorex ornatus	Sorex_ornatus__Ornate_shrew__HLsorOrn1B__GCA_041430635.1	2	1	1	0	Sorex_ornatus__Ornate_shrew__HLsorOrn1B__GCA_041430635.1	2	1	1	0	Sorex ornatus	Omnivore	70	0	0	0	0	30	0	0	0	0	Sorex ornatus	4.99	0	100	0.0	0.0	0.69810054562339	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Omnivore	Sorex_ornatus
Sorex_ornatus__Ornate_shrew__HLsorOrn1A__GCA_041430695.1	Sorex ornatus	Ornate shrew		126318	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Sorex	HLsorOrn1A	GCA_041430695.1	NCBI	mSorOrn1.0.p	Scaffold	2024-08-22	UCLA	15899521	115205878	14382	638	176	Sorex ornatus	Sorex_ornatus__Ornate_shrew__HLsorOrn1A__GCA_041430695.1	2	1	1	0	Sorex_ornatus__Ornate_shrew__HLsorOrn1A__GCA_041430695.1	2	1	1	0	Sorex ornatus	Omnivore	70	0	0	0	0	30	0	0	0	0	Sorex ornatus	4.99	0	100	0.0	0.0	0.69810054562339	1.0986122886681096	0.6931471805599453	0.6931471805599453	0.0	Omnivore	Sorex_ornatus
Symphalangus_syndactylus__siamang__HLsymSyn4__GCA_028878055.3	Symphalangus syndactylus	siamang	Hylobates syndactylus,Simia syndactyla	9590	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hylobatidae; Symphalangus	HLsymSyn4	GCA_028878055.3	NCBI			2024-01-12		146713733	146713733	15086	103	7	Symphalangus syndactylus	Symphalangus_syndactylus__siamang__HLsymSyn4__GCA_028878055.3	4	3	1	0	Symphalangus_syndactylus__siamang__HLsymSyn4__GCA_028878055.3	4	3	1	0	Symphalangus syndactylus	Frugivore	10	0	0	0	0	0	80	0	0	10	Symphalangus syndactylus	10839.0	90	10	0.9	0.1	4.034989216287685	1.6094379124341003	1.3862943611198906	0.6931471805599453	0.0	Plant_dominant	Symphalangus_syndactylus
