Species_clean	tip_label	Directory Name	assembly	assem	Assembly name	NCBI accession	Taxonomic Lineage	contig N50 (bp)	scaffold N50 (bp)	No. ancestral genes with intact ORF	No. ancestral genes with missing sequences	PGA_all_CN	PGA_all_log1p	PGA_CN_primary	PGA_log1p	PGA_like_CN_primary	PGA_like_log1p	PAG_CN_primary	PAG_log1p	all	pga	pga_like	pag	Diet_Class	Diet_Group	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	plant_total_pct	plant_total_prop	plant_structural_prop	animal_total_pct	BodyMass-Value	log10_body_mass	Species	Common name	Other species names	Species Taxonomy ID	Source of assembly	NCBI assembly name	NCBI assembly status	Assembly submission date	Assembly submitter organization	No. ancestral genes with inactivating mutations	Scientific	Scientific_clean	High_Order_Diet	Use_High_Order_Diet	plant_dominant_pct	carnivore_pct	insectivore_pct	nectarivore_pct	plant_dominant_prop	carnivore_prop	insectivore_prop	nectarivore_prop	diet_total_pct	CNV_source_col	CNV	CNV_log1p
Lasiopodomys mandarinus	Lasiopodomys_mandarinus	Lasiopodomys_mandarinus__Mandarin_vole__HLlasMand1__GCA_052819315.1	Lasiopodomys_mandarinus__Mandarin_vole__HLlasMand1__GCA_052819315.1	Lasiopodomys_mandarinus__Mandarin_vole__HLlasMand1__GCA_052819315.1	HLlasMand1	GCA_052819315.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Lasiopodomys	94995	6145773	13788	324	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	47.48	1.67651071028255	Lasiopodomys mandarinus	Mandarin vole	Arvicola mandarinus Milne-Edwards,Microtus mandarinus, 1871	399234	NCBI	ASM5281931v1	Scaffold	2025-09-24	Zhengzhou University	1084	Lasiopodomys mandarinus	Lasiopodomys mandarinus	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Lasiopodomys brandtii	Lasiopodomys_brandtii	Lasiopodomys_brandtii__Brandts_vole__HLlasBran1__GCA_052819205.1	Lasiopodomys_brandtii__Brandts_vole__HLlasBran1__GCA_052819205.1	Lasiopodomys_brandtii__Brandts_vole__HLlasBran1__GCA_052819205.1	HLlasBran1	GCA_052819205.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Lasiopodomys	242526	672141	14195	270	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	93.82	1.97229542861114	Lasiopodomys brandtii	Brandts vole	Microtus (Lasiopodomys) brandtii,Lasiopodomys brandti,Microtus brandti	407171	NCBI	ASM5281920v1	Scaffold	2025-09-24	Zhengzhou University	731	Lasiopodomys brandtii	Lasiopodomys brandtii	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Arvicola amphibius	Arvicola_amphibius	Arvicola_amphibius__Eurasian_water_mole__HLarvAmp1__GCA_903992535.1	Arvicola_amphibius__Eurasian_water_mole__HLarvAmp1__GCA_903992535.1	Arvicola_amphibius__Eurasian_water_mole__HLarvAmp1__GCA_903992535.1	HLarvAmp1	GCA_903992535.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Arvicola	5392280	138658583	14108	53	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	20	0	0	80	100	1	0.8	0	120	2.07918124604762	Arvicola amphibius	Eurasian water mole	 1758),Arvicola terrestris (Linnaeus,European water vole	1047088	NCBI	mArvAmp1.1	Chromosome	2020-08-06	SC	1035	Arvicola amphibius	Arvicola amphibius	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Ondatra zibethicus	Ondatra_zibethicus	Ondatra_zibethicus__muskrat__HLondZib1__GCA_004026605.1	Ondatra_zibethicus__muskrat__HLondZib1__GCA_004026605.1	Ondatra_zibethicus__muskrat__HLondZib1__GCA_004026605.1	HLondZib1	GCA_004026605.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Ondatra	73746	89093	14149	625	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	10	0	0	0	0	0	0	0	0	90	90	0.9	0.9	10	1065.75	3.02765534131917	Ondatra zibethicus	muskrat	Castor zibethicus	10060	NCBI	OndZib_v1_BIUU	Scaffold	2019-01-16	Broad Institute	422	Ondatra zibethicus	Ondatra zibethicus	Plant_dominant	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	0	0
Cricetus cricetus	Cricetus_cricetus	Cricetus_cricetus__Black-bellied_hamster__HLcriCri1__GCA_964304595.1	Cricetus_cricetus__Black-bellied_hamster__HLcriCri1__GCA_964304595.1	Cricetus_cricetus__Black-bellied_hamster__HLcriCri1__GCA_964304595.1	HLcriCri1	GCA_964304595.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Cricetinae; Cricetus	47690202	305542590	14815	68	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	10	0	10	0	0	0	0	0	0	80	80	0.8	0.8	20	510	2.70757017609794	Cricetus cricetus	Black-bellied hamster	common hamster,Mus cricetus	10034	NCBI	mCriCri2.1	Chromosome	2024-11-06	Centro Nacional de Análisis Genómico	313	Cricetus cricetus	Cricetus cricetus	Plant_dominant	TRUE	80	10	10	0	0.8	0.1	0.1	0	100	PGA_CN_primary	0	0
Mesocricetus auratus	Mesocricetus_auratus	Mesocricetus_auratus__golden_hamster__HLmesAur3__GCF_017639785.1	Mesocricetus_auratus__golden_hamster__HLmesAur3__GCF_017639785.1	Mesocricetus_auratus__golden_hamster__HLmesAur3__GCF_017639785.1	HLmesAur3	GCF_017639785.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Cricetinae; Mesocricetus	9471653	85184847	14498	40	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	0	10	0	0	0	0	30	0	30	30	90	0.9	0.3	10	105	2.02118929906994	Mesocricetus auratus	golden hamster	Syrian hamsters,Golden hamsters,Syrian golden hamster,Syrian hamster,Syrian golden hamsters	10036	NCBI	BCM_Maur_2.0	Scaffold	2021-03-30	Baylor College of Medicine Human Genome Sequencing Center	658	Mesocricetus auratus	Mesocricetus auratus	Omnivore	TRUE	90	10	0	0	0.9	0.1	0	0	100	PGA_CN_primary	0	0
Phodopus roborovskii	Phodopus_roborovskii	Phodopus_roborovskii__desert_hamster__HLphoRob1__GCA_943737965.1	Phodopus_roborovskii__desert_hamster__HLphoRob1__GCA_943737965.1	Phodopus_roborovskii__desert_hamster__HLphoRob1__GCA_943737965.1	HLphoRob1	GCA_943737965.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Cricetinae; Phodopus	25775705	25775705	14778	92	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	0	0	0	0	0	0	0	0	70	30	100	1	0.3	0	18.75	1.27300127206374	Phodopus roborovskii	desert hamster		109678	NCBI	PHOROB	Contig	2022-07-01	FREIE UNIVERSITAET BERLIN	326	Phodopus roborovskii	Phodopus roborovskii	Omnivore	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Phodopus sungorus	Phodopus_sungorus	Phodopus_sungorus__winter_white_dwarf_hamster__HLphoSun2__GCA_030556225.1	Phodopus_sungorus__winter_white_dwarf_hamster__HLphoSun2__GCA_030556225.1	Phodopus_sungorus__winter_white_dwarf_hamster__HLphoSun2__GCA_030556225.1	HLphoSun2	GCA_030556225.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Cricetinae; Phodopus	55879606	55879606	14656	47	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	0	0	0	0	0	0	0	0	70	30	100	1	0.3	0	33.75	1.52827377716704	Phodopus sungorus	winter white dwarf hamster		10044	NCBI	Psun-UiT-1	Scaffold	2023-07-31	UiT: The Arctic University of Norway	493	Phodopus sungorus	Phodopus sungorus	Omnivore	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Neotoma floridana	Neotoma_floridana	Neotoma_floridana__Eastern_woodrat__HLneoFlor1A__GCA_050000055.1	Neotoma_floridana__Eastern_woodrat__HLneoFlor1A__GCA_050000055.1	Neotoma_floridana__Eastern_woodrat__HLneoFlor1A__GCA_050000055.1	HLneoFlor1A	GCA_050000055.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Neotoma	28556977	95007747	14901	34	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	10	0	0	0	0	0	0	0	20	70	90	0.9	0.7	10	244.75	2.38872270047518	Neotoma floridana	Eastern woodrat		42409	NCBI	mNeoFlo1.hap1	Chromosome	2025-04-29	Vertebrate Genomes Project	261	Neotoma floridana	Neotoma floridana	Plant_dominant	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	0	0
Onychomys torridus	Onychomys_torridus	Onychomys_torridus__southern_grasshopper_mouse__HLonyTor1__GCA_903995425.1	Onychomys_torridus__southern_grasshopper_mouse__HLonyTor1__GCA_903995425.1	Onychomys_torridus__southern_grasshopper_mouse__HLonyTor1__GCA_903995425.1	HLonyTor1	GCA_903995425.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Onychomys	2276141	112723509	14284	196	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Insectivore	Animal_dominant	90	0	0	0	0	0	0	0	0	10	10	0.1	0.1	90	24.97	1.39741854235135	Onychomys torridus	southern grasshopper mouse		38674	NCBI	mOncTor1.1	Chromosome	2020-08-21	SC	716	Onychomys torridus	Onychomys torridus	Insectivore	TRUE	10	0	90	0	0.1	0	0.9	0	100	PGA_CN_primary	0	0
Onychomys leucogaster	Onychomys_leucogaster	Onychomys_leucogaster__Northern_grasshopper_mouse__HLonyLeu1__GCA_949786385.1	Onychomys_leucogaster__Northern_grasshopper_mouse__HLonyLeu1__GCA_949786385.1	Onychomys_leucogaster__Northern_grasshopper_mouse__HLonyLeu1__GCA_949786385.1	HLonyLeu1	GCA_949786385.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Onychomys	19200283	94124810	14663	87	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Insectivore	Animal_dominant	90	0	0	0	0	0	0	0	0	10	10	0.1	0.1	90	27.92	1.44591541395112	Onychomys leucogaster	Northern grasshopper mouse		38668	NCBI	OncLeu_H2_v1	Chromosome	2023-04-08	EMBL-EBI, WELLCOME TRUST GENOME CAMPUS, CAMBRIDGE	446	Onychomys leucogaster	Onychomys leucogaster	Insectivore	TRUE	10	0	90	0	0.1	0	0.9	0	100	PGA_CN_primary	0	0
Onychomys arenicola	Onychomys_arenicola	Onychomys_arenicola__Chihuahuan_grasshopper_mouse__HLonyAre1B__GCA_949786425.1	Onychomys_arenicola__Chihuahuan_grasshopper_mouse__HLonyAre1B__GCA_949786425.1	Onychomys_arenicola__Chihuahuan_grasshopper_mouse__HLonyAre1B__GCA_949786425.1	HLonyAre1B	GCA_949786425.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Onychomys	29018958	102486503	14518	245	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Insectivore	Animal_dominant	90	0	0	0	0	0	0	0	0	10	10	0.1	0.1	90	30	1.47712125471966	Onychomys arenicola	Chihuahuan grasshopper mouse	Onychomys torridus arenicola,Mearns's grasshopper mouse	38679	NCBI	OncAre_H2_v1	Chromosome	2023-04-08	EMBL-EBI, WELLCOME TRUST GENOME CAMPUS, CAMBRIDGE	433	Onychomys arenicola	Onychomys arenicola	Insectivore	TRUE	10	0	90	0	0.1	0	0.9	0	100	PGA_CN_primary	0	0
Peromyscus leucopus	Peromyscus_leucopus	Peromyscus_leucopus__white-footed_mouse__HLperLeu1__GCA_004664715.1	Peromyscus_leucopus__white-footed_mouse__HLperLeu1__GCA_004664715.1	Peromyscus_leucopus__white-footed_mouse__HLperLeu1__GCA_004664715.1	HLperLeu1	GCA_004664715.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Peromyscus	4102727	4476954	13463	283	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Insectivore	Animal_dominant	50	0	0	0	0	10	20	0	20	0	40	0.4	0	60	21.17	1.32572085801941	Peromyscus leucopus	white-footed mouse		10041	NCBI	Pero_0.1	Scaffold	2019-04-05	University of California Irvine	1450	Peromyscus leucopus	Peromyscus leucopus	Insectivore	TRUE	40	10	50	0	0.4	0.1	0.5	0	100	PGA_CN_primary	0	0
Peromyscus eremicus	Peromyscus_eremicus	Peromyscus_eremicus__Cactus_mouse__HLperErem2__GCF_949786415.1	Peromyscus_eremicus__Cactus_mouse__HLperErem2__GCF_949786415.1	Peromyscus_eremicus__Cactus_mouse__HLperErem2__GCF_949786415.1	HLperErem2	GCF_949786415.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Peromyscus	1332236	97176920	14405	213	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Insectivore	Animal_dominant	50	0	0	0	0	10	20	0	20	0	40	0.4	0	60	23.65	1.37383114507383	Peromyscus eremicus	Cactus mouse	Hesperomys eremicus	42410	NCBI	PerEre_H2_v1	Chromosome	2023-04-08	EMBL-EBI, WELLCOME TRUST GENOME CAMPUS, CAMBRIDGE	578	Peromyscus eremicus	Peromyscus eremicus	Insectivore	TRUE	40	10	50	0	0.4	0.1	0.5	0	100	PGA_CN_primary	0	0
Scotinomys teguina	Scotinomys_teguina	Scotinomys_teguina__Alstons_brown_mouse__HLscoTegu1__GCA_049901635.1	Scotinomys_teguina__Alstons_brown_mouse__HLscoTegu1__GCA_049901635.1	Scotinomys_teguina__Alstons_brown_mouse__HLscoTegu1__GCA_049901635.1	HLscoTegu1	GCA_049901635.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Scotinomys	1427988	1427988	13344	429	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Insectivore	Animal_dominant	100	0	0	0	0	0	0	0	0	0	0	0	0	100	11.25	1.05115252244738	Scotinomys teguina	Alstons brown mouse	Hesperomys teguina	56236	NCBI	ASM4990163v1	Contig	2025-04-24	NYU Langone Medical Center	1423	Scotinomys teguina	Scotinomys teguina	Insectivore	TRUE	0	0	100	0	0	0	1	0	100	PGA_CN_primary	0	0
Sigmodon hispidus	Sigmodon_hispidus	Sigmodon_hispidus__Hispid_cotton_rat__HLsigHisp3__GCA_047301775.1	Sigmodon_hispidus__Hispid_cotton_rat__HLsigHisp3__GCA_047301775.1	Sigmodon_hispidus__Hispid_cotton_rat__HLsigHisp3__GCA_047301775.1	HLsigHisp3	GCA_047301775.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Sigmodon	77390441	118707662	14807	68	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	50	0	0	0	0	0	0	0	0	50	50	0.5	0.5	50	92.38	1.96557795791053	Sigmodon hispidus	Hispid cotton rat	Sigmodon hispiedis	42415	NCBI	ASM4730177v1	Chromosome	2025-01-30	Institute of Microbiology, Chinese Academy of Sciences	321	Sigmodon hispidus	Sigmodon hispidus	Omnivore	TRUE	50	0	50	0	0.5	0	0.5	0	100	PGA_CN_primary	0	0
Typhlomys cinereus	Typhlomys_cinereus	Typhlomys_cinereus__Soft-furred_tree_mouse__HLtypCin1__GCA_023101885.1	Typhlomys_cinereus__Soft-furred_tree_mouse__HLtypCin1__GCA_023101885.1	Typhlomys_cinereus__Soft-furred_tree_mouse__HLtypCin1__GCA_023101885.1	HLtypCin1	GCA_023101885.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Platacanthomyidae; Typhlomys	1971523	4558085	13395	206	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	0	0	0	0	0	0	40	0	30	30	100	1	0.3	0	31.2	1.49415459401844	Typhlomys cinereus	Soft-furred tree mouse		687455	NCBI	KIZ_TCIN_v1.0	Scaffold	2022-04-25	Kunming Institute of Zoology	1595	Typhlomys cinereus	Typhlomys cinereus	Omnivore	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Salpingotus crassicauda	Salpingotus_crassicauda	Salpingotus_crassicauda__Thick-tailed_pygmy_jerboa__HLsalCra1__GCA_040869305.1	Salpingotus_crassicauda__Thick-tailed_pygmy_jerboa__HLsalCra1__GCA_040869305.1	Salpingotus_crassicauda__Thick-tailed_pygmy_jerboa__HLsalCra1__GCA_040869305.1	HLsalCra1	GCA_040869305.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Dipodoidea; Dipodidae; Cardiocraniinae; Salpingotus	13709620	13709620	13969	172	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	50	0	0	0	0	0	0	0	0	50	50	0.5	0.5	50	13.1	1.11727129565576	Salpingotus crassicauda	Thick-tailed pygmy jerboa		1385376	NCBI	SalCra_1.1	Contig	2024-07-25	INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES	1055	Salpingotus crassicauda	Salpingotus crassicauda	Omnivore	TRUE	50	0	50	0	0.5	0	0.5	0	100	PGA_CN_primary	0	0
Dipus sagitta	Dipus_sagitta	Dipus_sagitta__northern_three-toed_jerboa__HLdipSag1__GCA_036346955.1	Dipus_sagitta__northern_three-toed_jerboa__HLdipSag1__GCA_036346955.1	Dipus_sagitta__northern_three-toed_jerboa__HLdipSag1__GCA_036346955.1	HLdipSag1	GCA_036346955.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Dipodoidea; Dipodidae; Dipodinae; Dipus	28651707	147241050	13500	52	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	20	20	0	60	100	1	0.6	0	85.65	1.93272736730153	Dipus sagitta	northern three-toed jerboa	Mus sagitta	73863	NCBI	IOZCAS_Dsag_1.1	Chromosome	2024-02-05	INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES	1644	Dipus sagitta	Dipus sagitta	Plant_dominant	TRUE	80	0	0	20	0.8	0	0	0.2	100	PGA_CN_primary	0	0
Jaculus jaculus	Jaculus_jaculus	Jaculus_jaculus__lesser_Egyptian_jerboa__HLjacJac2__GCA_020740685.1	Jaculus_jaculus__lesser_Egyptian_jerboa__HLjacJac2__GCA_020740685.1	Jaculus_jaculus__lesser_Egyptian_jerboa__HLjacJac2__GCA_020740685.1	HLjacJac2	GCA_020740685.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Dipodoidea; Dipodidae; Dipodinae; Jaculus	22593140	158244790	14646	104	1	0.693147180559945	0	0	1	0.693147180559945	0	0	1	0	1	0	Omnivore	Omnivore	0	0	0	0	0	0	0	0	40	60	100	1	0.6	0	56.55	1.75243260926147	Jaculus jaculus	lesser Egyptian jerboa		51337	NCBI, VGP			2021-11-07		446	Jaculus jaculus	Jaculus jaculus	Omnivore	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	0	0
Daubentonia madagascariensis	Daubentonia_madagascariensis	Daubentonia_madagascariensis__aye-aye__HLdauMad2__GCA_023783475.1	Daubentonia_madagascariensis__aye-aye__HLdauMad2__GCA_023783475.1	Daubentonia_madagascariensis__aye-aye__HLdauMad2__GCA_023783475.1	HLdauMad2	GCA_023783475.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Chiromyiformes; Daubentoniidae; Daubentonia	27954151	27954151	14439	38	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Omnivore	Omnivore	40	0	0	0	0	0	0	20	40	0	60	0.6	0	40	2500	3.39794000867204	Daubentonia madagascariensis	aye-aye		31869	NCBI	ASM2378347v1	Contig	2022-06-17	BGI-Shenzhen	719	Daubentonia madagascariensis	Daubentonia madagascariensis	Omnivore	TRUE	40	0	40	20	0.4	0	0.4	0.2	100	PGA_CN_primary	1	0.693147180559945
Lemur catta	Lemur_catta	Lemur_catta__Ring-tailed_lemur__HLlemCat2__GCF_020740605.2	Lemur_catta__Ring-tailed_lemur__HLlemCat2__GCF_020740605.2	Lemur_catta__Ring-tailed_lemur__HLlemCat2__GCF_020740605.2	HLlemCat2	GCF_020740605.2	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Lemur	32529614	102162704	14820	38	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Frugivore	Plant_dominant	0	0	0	0	0	0	80	0	0	20	100	1	0.2	0	2900	3.46239799789896	Lemur catta	Ring-tailed lemur		9447	NCBI	mLemCat1.pri	Chromosome	2021-11-04	Vertebrate Genomes Project	338	Lemur catta	Lemur catta	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	1	0.693147180559945
Microcebus murinus	Microcebus_murinus	Microcebus_murinus__Gray_mouse_lemur__HLmicMuri4A__GCF_040939455.1	Microcebus_murinus__Gray_mouse_lemur__HLmicMuri4A__GCF_040939455.1	Microcebus_murinus__Gray_mouse_lemur__HLmicMuri4A__GCF_040939455.1	HLmicMuri4A	GCF_040939455.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus	102817952	105226355	14950	80	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Frugivore	Plant_dominant	20	0	20	0	0	0	30	10	0	20	60	0.6	0.2	40	69	1.83884909073726	Microcebus murinus	Gray mouse lemur	grey mouse lemur	30608	NCBI	M.murinus_Inina_mat1.0	Chromosome	2025-06-05	Stanford University	166	Microcebus murinus	Microcebus murinus	Plant_dominant	TRUE	50	20	20	10	0.5	0.2	0.2	0.1	100	PGA_CN_primary	1	0.693147180559945
Nycticebus coucang	Nycticebus_coucang	Nycticebus_coucang__slow_loris__HLnycCou2__GCF_027406575.1	Nycticebus_coucang__slow_loris__HLnycCou2__GCF_027406575.1	Nycticebus_coucang__slow_loris__HLnycCou2__GCF_027406575.1	HLnycCou2	GCF_027406575.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Lorisidae; Nycticebus	41197715	135917784	15024	9	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Omnivore	Omnivore	40	30	10	0	0	0	20	0	0	0	20	0.2	0	80	803.5	2.90498588109936	Nycticebus coucang	slow loris	Tardigradus coucang	9470	NCBI	mNycCou1.pri	Chromosome	2022-12-28	Vertebrate Genomes Project	163	Nycticebus coucang	Nycticebus coucang	Omnivore	TRUE	20	40	40	0	0.2	0.4	0.4	0	100	PGA_CN_primary	1	0.693147180559945
Nycticebus bengalensis	Nycticebus_bengalensis	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1__GCA_023898255.1	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1__GCA_023898255.1	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1__GCA_023898255.1	HLnycBen1	GCA_023898255.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Lorisidae; Nycticebus	19794679	128767214	11322	63	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Omnivore	Omnivore	40	30	10	0	0	0	20	0	0	0	20	0.2	0	80	1137.36	3.05589795041101	Nycticebus bengalensis	Bengal slow loris		261741	NCBI	ASM2389825v1	Chromosome	2022-06-27	BGI-Shenzhen	3811	Nycticebus bengalensis	Nycticebus bengalensis	Omnivore	TRUE	20	40	40	0	0.2	0.4	0.4	0	100	PGA_CN_primary	1	0.693147180559945
Loris tardigradus	Loris_tardigradus	Loris_tardigradus__slender_loris__HLlorTar1__GCA_023783135.1	Loris_tardigradus__slender_loris__HLlorTar1__GCA_023783135.1	Loris_tardigradus__slender_loris__HLlorTar1__GCA_023783135.1	HLlorTar1	GCA_023783135.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Lorisidae; Loris	7727436	7727436	13826	69	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Insectivore	Animal_dominant	70	0	0	0	10	0	10	0	0	10	20	0.2	0.1	80	227.67	2.3573058075461	Loris tardigradus	slender loris		9468	NCBI	ASM2378313v1	Contig	2022-06-17	BGI-Shenzhen	1301	Loris tardigradus	Loris tardigradus	Insectivore	TRUE	20	10	70	0	0.2	0.1	0.7	0	100	PGA_CN_primary	1	0.693147180559945
Symphalangus syndactylus	Symphalangus_syndactylus	Symphalangus_syndactylus__siamang__HLsymSyn4__GCA_028878055.3	Symphalangus_syndactylus__siamang__HLsymSyn4__GCA_028878055.3	Symphalangus_syndactylus__siamang__HLsymSyn4__GCA_028878055.3	HLsymSyn4	GCA_028878055.3	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hylobatidae; Symphalangus	146713733	146713733	15086	7	4	1.6094379124341	3	1.38629436111989	1	0.693147180559945	0	0	4	3	1	0	Frugivore	Plant_dominant	10	0	0	0	0	0	80	0	0	10	90	0.9	0.1	10	10839	4.03498921628769	Symphalangus syndactylus	siamang	Hylobates syndactylus,Simia syndactyla	9590	NCBI			2024-01-12		103	Symphalangus syndactylus	Symphalangus syndactylus	Plant_dominant	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	3	1.38629436111989
