id	header	gene	species	cluster_best	cluster_at_ngenes
HLbosTau10.ENSBTAT00000079331_ENSBTAG00000051501_125528_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000079331#ENSBTAG00000051501#125528#Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	ENSBTAG00000051501	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	5	4
HLbosTau10.ENSBTAT00000005399_PAG11_11465_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000005399#PAG11#11465#Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG11	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	5	4
hg38.ENST00000312403.10_PGA5_5046_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	hg38.ENST00000312403.10#PGA5#5046#Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PGA5	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	56	38
hg38.ENST00000312403.10_PGA5_8_Pan_paniscus__pygmy_chimpanzee__HLpanPan4__GCA_029289425.3	hg38.ENST00000312403.10#PGA5#8#Pan_paniscus__pygmy_chimpanzee__HLpanPan4__GCA_029289425.3	PGA5	Pan_paniscus__pygmy_chimpanzee__HLpanPan4__GCA_029289425.3	58	38
hg38.ENST00000325558.11_PGA3_8_Pan_paniscus__pygmy_chimpanzee__HLpanPan4__GCA_029289425.3	hg38.ENST00000325558.11#PGA3#8#Pan_paniscus__pygmy_chimpanzee__HLpanPan4__GCA_029289425.3	PGA3	Pan_paniscus__pygmy_chimpanzee__HLpanPan4__GCA_029289425.3	58	38
hg38.ENST00000325558.11_PGA3_228307_Pan_paniscus__pygmy_chimpanzee__HLpanPan4__GCA_029289425.3	hg38.ENST00000325558.11#PGA3#228307#Pan_paniscus__pygmy_chimpanzee__HLpanPan4__GCA_029289425.3	PGA3	Pan_paniscus__pygmy_chimpanzee__HLpanPan4__GCA_029289425.3	58	38
hg38.ENST00000325558.11_PGA3_8_Pan_troglodytes__chimpanzee__HLpanTro7__GCA_028858775.2	hg38.ENST00000325558.11#PGA3#8#Pan_troglodytes__chimpanzee__HLpanTro7__GCA_028858775.2	PGA3	Pan_troglodytes__chimpanzee__HLpanTro7__GCA_028858775.2	58	38
hg38.ENST00000312403.10_PGA5_226867_Pan_troglodytes__chimpanzee__HLpanTro7__GCA_028858775.2	hg38.ENST00000312403.10#PGA5#226867#Pan_troglodytes__chimpanzee__HLpanTro7__GCA_028858775.2	PGA5	Pan_troglodytes__chimpanzee__HLpanTro7__GCA_028858775.2	58	38
hg38.ENST00000312403.10_PGA5_8_Pan_troglodytes__chimpanzee__HLpanTro7__GCA_028858775.2	hg38.ENST00000312403.10#PGA5#8#Pan_troglodytes__chimpanzee__HLpanTro7__GCA_028858775.2	PGA5	Pan_troglodytes__chimpanzee__HLpanTro7__GCA_028858775.2	58	38
hg38.ENST00000312403.10_PGA5_8_Pan_troglodytes__chimpanzee__panTro6__GCF_002880755.1	hg38.ENST00000312403.10#PGA5#8#Pan_troglodytes__chimpanzee__panTro6__GCF_002880755.1	PGA5	Pan_troglodytes__chimpanzee__panTro6__GCF_002880755.1	58	38
hg38.ENST00000325558.11_PGA3_8_Pan_troglodytes__chimpanzee__panTro6__GCF_002880755.1	hg38.ENST00000325558.11#PGA3#8#Pan_troglodytes__chimpanzee__panTro6__GCF_002880755.1	PGA3	Pan_troglodytes__chimpanzee__panTro6__GCF_002880755.1	58	38
hg38.ENST00000312403.10_PGA5_33864_Pan_troglodytes__chimpanzee__panTro6__GCF_002880755.1	hg38.ENST00000312403.10#PGA5#33864#Pan_troglodytes__chimpanzee__panTro6__GCF_002880755.1	PGA5	Pan_troglodytes__chimpanzee__panTro6__GCF_002880755.1	58	38
hg38.ENST00000378149.9_PGA4_23_Papio_anubis__olive_baboon__HLpapAnu5__GCA_008728515.1	hg38.ENST00000378149.9#PGA4#23#Papio_anubis__olive_baboon__HLpapAnu5__GCA_008728515.1	PGA4	Papio_anubis__olive_baboon__HLpapAnu5__GCA_008728515.1	58	38
HLbosTau10.ENSBTAT00000019640_PGA5_37_Papio_anubis__olive_baboon__HLpapAnu5__GCA_008728515.1	HLbosTau10.ENSBTAT00000019640#PGA5#37#Papio_anubis__olive_baboon__HLpapAnu5__GCA_008728515.1	PGA5	Papio_anubis__olive_baboon__HLpapAnu5__GCA_008728515.1	58	38
HLbosTau10.ENSBTAT00000019640_PGA5_37_Papio_anubis__olive_baboon__HLpapAnu6__GCA_008728515.2	HLbosTau10.ENSBTAT00000019640#PGA5#37#Papio_anubis__olive_baboon__HLpapAnu6__GCA_008728515.2	PGA5	Papio_anubis__olive_baboon__HLpapAnu6__GCA_008728515.2	58	38
hg38.ENST00000312403.10_PGA5_7781_Papio_anubis__olive_baboon__HLpapAnu6__GCA_008728515.2	hg38.ENST00000312403.10#PGA5#7781#Papio_anubis__olive_baboon__HLpapAnu6__GCA_008728515.2	PGA5	Papio_anubis__olive_baboon__HLpapAnu6__GCA_008728515.2	58	38
hg38.ENST00000312403.10_PGA5_63_Papio_hamadryas__hamadryas_baboon__HLpapHam2__GCA_023781915.1	hg38.ENST00000312403.10#PGA5#63#Papio_hamadryas__hamadryas_baboon__HLpapHam2__GCA_023781915.1	PGA5	Papio_hamadryas__hamadryas_baboon__HLpapHam2__GCA_023781915.1	58	38
hg38.ENST00000325558.11_PGA3_63_Papio_hamadryas__hamadryas_baboon__HLpapHam2__GCA_023781915.1	hg38.ENST00000325558.11#PGA3#63#Papio_hamadryas__hamadryas_baboon__HLpapHam2__GCA_023781915.1	PGA3	Papio_hamadryas__hamadryas_baboon__HLpapHam2__GCA_023781915.1	58	38
HLbosTau10.ENSBTAT00000018996_ENSBTAG00000040257_6614_Papio_hamadryas__hamadryas_baboon__HLpapHam2__GCA_023781915.1	HLbosTau10.ENSBTAT00000018996#ENSBTAG00000040257#6614#Papio_hamadryas__hamadryas_baboon__HLpapHam2__GCA_023781915.1	ENSBTAG00000040257	Papio_hamadryas__hamadryas_baboon__HLpapHam2__GCA_023781915.1	32	22
hg38.ENST00000312403.10_PGA5_2731_Papio_hamadryas__hamadryas_baboon__HLpapHam2__GCA_023781915.1	hg38.ENST00000312403.10#PGA5#2731#Papio_hamadryas__hamadryas_baboon__HLpapHam2__GCA_023781915.1	PGA5	Papio_hamadryas__hamadryas_baboon__HLpapHam2__GCA_023781915.1	58	38
hg38.ENST00000325558.11_PGA3_3579_Pekania_pennanti__Fisher__HLpekPenn1__GCA_047676605.1	hg38.ENST00000325558.11#PGA3#3579#Pekania_pennanti__Fisher__HLpekPenn1__GCA_047676605.1	PGA3	Pekania_pennanti__Fisher__HLpekPenn1__GCA_047676605.1	54	38
HLbosTau10.ENSBTAT00000050648_PAG9_38958_Pekania_pennanti__Fisher__HLpekPenn1__GCA_047676605.1	HLbosTau10.ENSBTAT00000050648#PAG9#38958#Pekania_pennanti__Fisher__HLpekPenn1__GCA_047676605.1	PAG9	Pekania_pennanti__Fisher__HLpekPenn1__GCA_047676605.1	20	13
hg38.ENST00000312403.10_PGA5_3061_Peponocephala_electra__Melon-headed_whale__HLpepElec2A__GCA_051427945.1	hg38.ENST00000312403.10#PGA5#3061#Peponocephala_electra__Melon-headed_whale__HLpepElec2A__GCA_051427945.1	PGA5	Peponocephala_electra__Melon-headed_whale__HLpepElec2A__GCA_051427945.1	56	38
mm10.ENSMUST00000025647_Pga5_179663_Peponocephala_electra__Melon-headed_whale__HLpepElec2A__GCA_051427945.1	mm10.ENSMUST00000025647#Pga5#179663#Peponocephala_electra__Melon-headed_whale__HLpepElec2A__GCA_051427945.1	Pga5	Peponocephala_electra__Melon-headed_whale__HLpepElec2A__GCA_051427945.1	10	4
HLbosTau10.ENSBTAT00000005384_PAG10_520_Peponocephala_electra__Melon-headed_whale__HLpepElec2A__GCA_051427945.1	HLbosTau10.ENSBTAT00000005384#PAG10#520#Peponocephala_electra__Melon-headed_whale__HLpepElec2A__GCA_051427945.1	PAG10	Peponocephala_electra__Melon-headed_whale__HLpepElec2A__GCA_051427945.1	10	4
mm10.ENSMUST00000025647_Pga5_371138_Peponocephala_electra__Melon-headed_whale__HLpepElec2A__GCA_051427945.1	mm10.ENSMUST00000025647#Pga5#371138#Peponocephala_electra__Melon-headed_whale__HLpepElec2A__GCA_051427945.1	Pga5	Peponocephala_electra__Melon-headed_whale__HLpepElec2A__GCA_051427945.1	10	4
mm10.ENSMUST00000025647_Pga5_56_Perognathus_longimembris_pacificus__Pacific_pocket_mouse__HLperLonPac2__GCF_023159225.1	mm10.ENSMUST00000025647#Pga5#56#Perognathus_longimembris_pacificus__Pacific_pocket_mouse__HLperLonPac2__GCF_023159225.1	Pga5	Perognathus_longimembris_pacificus__Pacific_pocket_mouse__HLperLonPac2__GCF_023159225.1	35	24
HLbosTau10.ENSBTAT00000038878_PAG6_173953_Peromyscus_californicus_insignis__California_mouse__HLperCal2__GCA_007827085.2	HLbosTau10.ENSBTAT00000038878#PAG6#173953#Peromyscus_californicus_insignis__California_mouse__HLperCal2__GCA_007827085.2	PAG6	Peromyscus_californicus_insignis__California_mouse__HLperCal2__GCA_007827085.2	28	19
mm10.ENSMUST00000025647_Pga5_16_Peromyscus_californicus_insignis__California_mouse__HLperCalIns3__GCF_007827085.1	mm10.ENSMUST00000025647#Pga5#16#Peromyscus_californicus_insignis__California_mouse__HLperCalIns3__GCF_007827085.1	Pga5	Peromyscus_californicus_insignis__California_mouse__HLperCalIns3__GCF_007827085.1	28	19
HLbosTau10.NM_176625_PAG16_209290_Peromyscus_eremicus__Cactus_mouse__HLperErem2__GCF_949786415.1	HLbosTau10.NM_176625#PAG16#209290#Peromyscus_eremicus__Cactus_mouse__HLperErem2__GCF_949786415.1	PAG16	Peromyscus_eremicus__Cactus_mouse__HLperErem2__GCF_949786415.1	28	19
mm10.ENSMUST00000025647_Pga5_260_Peromyscus_leucopus__white-footed_mouse__HLperLeu1__GCA_004664715.1	mm10.ENSMUST00000025647#Pga5#260#Peromyscus_leucopus__white-footed_mouse__HLperLeu1__GCA_004664715.1	Pga5	Peromyscus_leucopus__white-footed_mouse__HLperLeu1__GCA_004664715.1	28	19
mm10.ENSMUST00000025647_Pga5_14_Peromyscus_maniculatus_bairdii__Prairie_deer_mouse__HLperManiBai4__GCF_049852395.1	mm10.ENSMUST00000025647#Pga5#14#Peromyscus_maniculatus_bairdii__Prairie_deer_mouse__HLperManiBai4__GCF_049852395.1	Pga5	Peromyscus_maniculatus_bairdii__Prairie_deer_mouse__HLperManiBai4__GCF_049852395.1	28	19
mm10.ENSMUST00000025647_Pga5_24_Peromyscus_maniculatus_sonoriensis__North_American_deer_mouse__HLperManSon3__GCA_026229955.1	mm10.ENSMUST00000025647#Pga5#24#Peromyscus_maniculatus_sonoriensis__North_American_deer_mouse__HLperManSon3__GCA_026229955.1	Pga5	Peromyscus_maniculatus_sonoriensis__North_American_deer_mouse__HLperManSon3__GCA_026229955.1	28	19
hg38.ENST00000312403.10_PGA5_5039_Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	hg38.ENST00000312403.10#PGA5#5039#Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	PGA5	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	56	38
HLbosTau10.ENSBTAT00000030243_PAG3_359_Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	HLbosTau10.ENSBTAT00000030243#PAG3#359#Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	PAG3	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	1	1
mm10.ENSMUST00000025647_Pga5_5005_Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	mm10.ENSMUST00000025647#Pga5#5005#Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	Pga5	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	1	1
HLbosTau10.ENSBTAT00000013786_PAG7_5535_Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	HLbosTau10.ENSBTAT00000013786#PAG7#5535#Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	PAG7	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	1	1
mm10.ENSMUST00000025647_Pga5_10455_Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	mm10.ENSMUST00000025647#Pga5#10455#Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	Pga5	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	1	1
HLbosTau10.ENSBTAT00000013786_PAG7_281_Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	HLbosTau10.ENSBTAT00000013786#PAG7#281#Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	PAG7	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	1	1
HLbosTau10.ENSBTAT00000013786_PAG7_288_Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	HLbosTau10.ENSBTAT00000013786#PAG7#288#Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	PAG7	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	1	1
HLbosTau10.ENSBTAT00000013786_PAG7_418_Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	HLbosTau10.ENSBTAT00000013786#PAG7#418#Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	PAG7	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	1	1
HLbosTau10.ENSBTAT00000005384_PAG10_416_Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	HLbosTau10.ENSBTAT00000005384#PAG10#416#Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	PAG10	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	1	1
mm10.ENSMUST00000025647_Pga5_79214_Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	mm10.ENSMUST00000025647#Pga5#79214#Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	Pga5	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	1	1
mm10.ENSMUST00000025647_Pga5_65503_Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	mm10.ENSMUST00000025647#Pga5#65503#Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	Pga5	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	1	1
HLbosTau10.ENSBTAT00000030243_PAG3_511604_Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	HLbosTau10.ENSBTAT00000030243#PAG3#511604#Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	PAG3	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	1	1
HLbosTau10.ENSBTAT00000005384_PAG10_12948_Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	HLbosTau10.ENSBTAT00000005384#PAG10#12948#Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	PAG10	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	1	1
mm10.ENSMUST00000025647_Pga5_76_Phoca_vitulina__harbor_seal__HLphoVit1__GCA_004348235.1	mm10.ENSMUST00000025647#Pga5#76#Phoca_vitulina__harbor_seal__HLphoVit1__GCA_004348235.1	Pga5	Phoca_vitulina__harbor_seal__HLphoVit1__GCA_004348235.1	20	13
hg38.ENST00000312403.10_PGA5_27180_Phoca_vitulina__harbor_seal__HLphoVit1__GCA_004348235.1	hg38.ENST00000312403.10#PGA5#27180#Phoca_vitulina__harbor_seal__HLphoVit1__GCA_004348235.1	PGA5	Phoca_vitulina__harbor_seal__HLphoVit1__GCA_004348235.1	54	38
HLbosTau10.ENSBTAT00000050664_PAG15_707232_Phocoena_phocoena__harbor_porpoise__HLphoPho3__GCA_963924675.1	HLbosTau10.ENSBTAT00000050664#PAG15#707232#Phocoena_phocoena__harbor_porpoise__HLphoPho3__GCA_963924675.1	PAG15	Phocoena_phocoena__harbor_porpoise__HLphoPho3__GCA_963924675.1	10	4
mm10.ENSMUST00000025647_Pga5_70_Phocoena_phocoena__harbor_porpoise__HLphoPho3__GCA_963924675.1	mm10.ENSMUST00000025647#Pga5#70#Phocoena_phocoena__harbor_porpoise__HLphoPho3__GCA_963924675.1	Pga5	Phocoena_phocoena__harbor_porpoise__HLphoPho3__GCA_963924675.1	10	4
hg38.ENST00000312403.10_PGA5_2919_Phocoena_phocoena__harbor_porpoise__HLphoPho3__GCA_963924675.1	hg38.ENST00000312403.10#PGA5#2919#Phocoena_phocoena__harbor_porpoise__HLphoPho3__GCA_963924675.1	PGA5	Phocoena_phocoena__harbor_porpoise__HLphoPho3__GCA_963924675.1	56	38
HLbosTau10.ENSBTAT00000050664_PAG15_306861_Phocoena_sinus__vaquita__HLphoSin1__GCA_008692025.1	HLbosTau10.ENSBTAT00000050664#PAG15#306861#Phocoena_sinus__vaquita__HLphoSin1__GCA_008692025.1	PAG15	Phocoena_sinus__vaquita__HLphoSin1__GCA_008692025.1	10	4
HLbosTau10.NM_176628_PAG19_247564_Phocoena_sinus__vaquita__HLphoSin1__GCA_008692025.1	HLbosTau10.NM_176628#PAG19#247564#Phocoena_sinus__vaquita__HLphoSin1__GCA_008692025.1	PAG19	Phocoena_sinus__vaquita__HLphoSin1__GCA_008692025.1	10	4
hg38.ENST00000312403.10_PGA5_2771_Phocoena_sinus__vaquita__HLphoSin1__GCA_008692025.1	hg38.ENST00000312403.10#PGA5#2771#Phocoena_sinus__vaquita__HLphoSin1__GCA_008692025.1	PGA5	Phocoena_sinus__vaquita__HLphoSin1__GCA_008692025.1	56	38
HLbosTau10.ENSBTAT00000030466_PAG18_103313_Phodopus_roborovskii__desert_hamster__HLphoRob1__GCA_943737965.1	HLbosTau10.ENSBTAT00000030466#PAG18#103313#Phodopus_roborovskii__desert_hamster__HLphoRob1__GCA_943737965.1	PAG18	Phodopus_roborovskii__desert_hamster__HLphoRob1__GCA_943737965.1	28	19
hg38.ENST00000312403.10_PGA5_19_Phodopus_sungorus__winter_white_dwarf_hamster__HLphoSun2__GCA_030556225.1	hg38.ENST00000312403.10#PGA5#19#Phodopus_sungorus__winter_white_dwarf_hamster__HLphoSun2__GCA_030556225.1	PGA5	Phodopus_sungorus__winter_white_dwarf_hamster__HLphoSun2__GCA_030556225.1	28	19
mm10.ENSMUST00000025647_Pga5_72_Phyllostomus_discolor__Pale_spear-nosed_bat__HLphyDisc4__GCF_004126475.2	mm10.ENSMUST00000025647#Pga5#72#Phyllostomus_discolor__Pale_spear-nosed_bat__HLphyDisc4__GCF_004126475.2	Pga5	Phyllostomus_discolor__Pale_spear-nosed_bat__HLphyDisc4__GCF_004126475.2	21	14
hg38.ENST00000312403.10_PGA5_3426_Phyllostomus_discolor__Pale_spear-nosed_bat__HLphyDisc4__GCF_004126475.2	hg38.ENST00000312403.10#PGA5#3426#Phyllostomus_discolor__Pale_spear-nosed_bat__HLphyDisc4__GCF_004126475.2	PGA5	Phyllostomus_discolor__Pale_spear-nosed_bat__HLphyDisc4__GCF_004126475.2	53	38
mm10.ENSMUST00000025647_Pga5_72_Phyllostomus_discolor__pale_spear-nosed_bat__HLphyDis3__GCA_014049915.1	mm10.ENSMUST00000025647#Pga5#72#Phyllostomus_discolor__pale_spear-nosed_bat__HLphyDis3__GCA_014049915.1	Pga5	Phyllostomus_discolor__pale_spear-nosed_bat__HLphyDis3__GCA_014049915.1	21	14
hg38.ENST00000312403.10_PGA5_2209_Phyllostomus_discolor__pale_spear-nosed_bat__HLphyDis3__GCA_014049915.1	hg38.ENST00000312403.10#PGA5#2209#Phyllostomus_discolor__pale_spear-nosed_bat__HLphyDis3__GCA_014049915.1	PGA5	Phyllostomus_discolor__pale_spear-nosed_bat__HLphyDis3__GCA_014049915.1	53	38
hg38.ENST00000312403.10_PGA5_3028_Phyllostomus_hastatus__Greater_spear-nosed_bat__HLphyHast2__GCF_019186645.2	hg38.ENST00000312403.10#PGA5#3028#Phyllostomus_hastatus__Greater_spear-nosed_bat__HLphyHast2__GCF_019186645.2	PGA5	Phyllostomus_hastatus__Greater_spear-nosed_bat__HLphyHast2__GCF_019186645.2	53	38
HLbosTau10.ENSBTAT00000025593_PAG5_58845_Phyllostomus_hastatus__Greater_spear-nosed_bat__HLphyHast2__GCF_019186645.2	HLbosTau10.ENSBTAT00000025593#PAG5#58845#Phyllostomus_hastatus__Greater_spear-nosed_bat__HLphyHast2__GCF_019186645.2	PAG5	Phyllostomus_hastatus__Greater_spear-nosed_bat__HLphyHast2__GCF_019186645.2	21	14
mm10.ENSMUST00000025647_Pga5_6_Phyllotis_vaccarum__Punta_de_Vaca_leaf-eared_mouse__HLphyVac1__GCA_033318265.1	mm10.ENSMUST00000025647#Pga5#6#Phyllotis_vaccarum__Punta_de_Vaca_leaf-eared_mouse__HLphyVac1__GCA_033318265.1	Pga5	Phyllotis_vaccarum__Punta_de_Vaca_leaf-eared_mouse__HLphyVac1__GCA_033318265.1	28	19
mm10.ENSMUST00000025647_Pga5_137233_Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	mm10.ENSMUST00000025647#Pga5#137233#Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	Pga5	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	19	12
HLbosTau10.ENSBTAT00000005384_PAG10_117596_Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	HLbosTau10.ENSBTAT00000005384#PAG10#117596#Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	PAG10	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	19	12
HLbosTau10.ENSBTAT00000038878_PAG6_945_Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	HLbosTau10.ENSBTAT00000038878#PAG6#945#Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	PAG6	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	19	12
HLbosTau10.ENSBTAT00000025517_PAG2_107826_Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	HLbosTau10.ENSBTAT00000025517#PAG2#107826#Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	PAG2	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	19	12
HLbosTau10.ENSBTAT00000005384_PAG10_112549_Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	HLbosTau10.ENSBTAT00000005384#PAG10#112549#Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	PAG10	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	19	12
HLbosTau10.ENSBTAT00000013786_PAG7_13326_Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	HLbosTau10.ENSBTAT00000013786#PAG7#13326#Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	PAG7	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	19	12
HLbosTau10.ENSBTAT00000005384_PAG10_34_Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	HLbosTau10.ENSBTAT00000005384#PAG10#34#Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	PAG10	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	19	12
HLbosTau10.ENSBTAT00000005384_PAG10_30635_Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	HLbosTau10.ENSBTAT00000005384#PAG10#30635#Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	PAG10	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	19	12
HLbosTau10.ENSBTAT00000013786_PAG7_10561_Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	HLbosTau10.ENSBTAT00000013786#PAG7#10561#Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	PAG7	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	19	12
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_3838_Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#3838#Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	ENSBTAG00000051196	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	19	12
HLbosTau10.ENSBTAT00000005399_PAG11_1747_Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	HLbosTau10.ENSBTAT00000005399#PAG11#1747#Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	PAG11	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	19	12
HLbosTau10.ENSBTAT00000013786_PAG7_2721_Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	HLbosTau10.ENSBTAT00000013786#PAG7#2721#Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	PAG7	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	19	12
hg38.ENST00000312403.10_PGA5_2689_Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	hg38.ENST00000312403.10#PGA5#2689#Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	PGA5	Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	50	36
mm10.ENSMUST00000025647_Pga5_15391_Pipistrellus_hanaki__Hanakis_dwarf_bat__HLpipHan1__GCA_964339955.1	mm10.ENSMUST00000025647#Pga5#15391#Pipistrellus_hanaki__Hanakis_dwarf_bat__HLpipHan1__GCA_964339955.1	Pga5	Pipistrellus_hanaki__Hanakis_dwarf_bat__HLpipHan1__GCA_964339955.1	19	12
HLbosTau10.ENSBTAT00000005384_PAG10_1475_Pipistrellus_hanaki__Hanakis_dwarf_bat__HLpipHan1__GCA_964339955.1	HLbosTau10.ENSBTAT00000005384#PAG10#1475#Pipistrellus_hanaki__Hanakis_dwarf_bat__HLpipHan1__GCA_964339955.1	PAG10	Pipistrellus_hanaki__Hanakis_dwarf_bat__HLpipHan1__GCA_964339955.1	19	12
hg38.ENST00000378149.9_PGA4_3063_Pipistrellus_hanaki__Hanakis_dwarf_bat__HLpipHan1__GCA_964339955.1	hg38.ENST00000378149.9#PGA4#3063#Pipistrellus_hanaki__Hanakis_dwarf_bat__HLpipHan1__GCA_964339955.1	PGA4	Pipistrellus_hanaki__Hanakis_dwarf_bat__HLpipHan1__GCA_964339955.1	19	12
