id	header	gene	species	cluster_best	cluster_at_ngenes
HLbosTau10.XM_002707800_ENSBTAG00000051501_108259_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.XM_002707800#ENSBTAG00000051501#108259	ENSBTAG00000051501	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
mm10.ENSMUST00000025647_Pga5_18183_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	mm10.ENSMUST00000025647#Pga5#18183	Pga5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000025597_PAG8_53726_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000025597#PAG8#53726	PAG8	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000005384_PAG10_875507_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000005384#PAG10#875507	PAG10	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000025597_PAG8_33573_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000025597#PAG8#33573	PAG8	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000030466_PAG18_423843_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000030466#PAG18#423843	PAG18	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000027020_ENSBTAG00000035736_2311_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000027020#ENSBTAG00000035736#2311	ENSBTAG00000035736	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000005384_PAG10_1493512_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000005384#PAG10#1493512	PAG10	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.NM_176625_PAG16_16884_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.NM_176625#PAG16#16884	PAG16	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000050664_PAG15_262803_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000050664#PAG15#262803	PAG15	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.NM_176619_PAG8_51816_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.NM_176619#PAG8#51816	PAG8	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000007507_ENSBTAG00000046038_1110_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000007507#ENSBTAG00000046038#1110	ENSBTAG00000046038	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000050648_PAG9_1675_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000050648#PAG9#1675	PAG9	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
mm10.ENSMUST00000025647_Pga5_18193_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	mm10.ENSMUST00000025647#Pga5#18193	Pga5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_55660_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000013786#PAG7#55660	PAG7	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_753_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#753	ENSBTAG00000035736	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.NM_176625_PAG16_12588_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.NM_176625#PAG16#12588	PAG16	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.NM_176619_PAG8_7486_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.NM_176619#PAG8#7486	PAG8	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_228232_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000013786#PAG7#228232	PAG7	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000005384_PAG10_1057375_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000005384#PAG10#1057375	PAG10	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
mm10.ENSMUST00000025647_Pga5_15026_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	mm10.ENSMUST00000025647#Pga5#15026	Pga5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_284097_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000013786#PAG7#284097	PAG7	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
mm10.ENSMUST00000025647_Pga5_16785_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	mm10.ENSMUST00000025647#Pga5#16785	Pga5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.XM_002707800_ENSBTAG00000051501_3324_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.XM_002707800#ENSBTAG00000051501#3324	ENSBTAG00000051501	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
mm10.ENSMUST00000025647_Pga5_15665_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	mm10.ENSMUST00000025647#Pga5#15665	Pga5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_651_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#651	ENSBTAG00000035736	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_379900_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000013786#PAG7#379900	PAG7	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
mm10.ENSMUST00000025647_Pga5_30853_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	mm10.ENSMUST00000025647#Pga5#30853	Pga5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_339_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#339	ENSBTAG00000035736	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000009701_ENSBTAG00000038506_44588_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000009701#ENSBTAG00000038506#44588	ENSBTAG00000038506	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000025597_PAG8_21284_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000025597#PAG8#21284	PAG8	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.NM_001083697_MGC157405_307304_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.NM_001083697#MGC157405#307304	MGC157405	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000025567_PAG12_173122_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000025567#PAG12#173122	PAG12	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_323747_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#323747	ENSBTAG00000051196	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_14592_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000013786#PAG7#14592	PAG7	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_8846_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000013786#PAG7#8846	PAG7	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
mm10.ENSMUST00000025647_Pga5_21274_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	mm10.ENSMUST00000025647#Pga5#21274	Pga5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000027020_ENSBTAG00000035736_12907_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000027020#ENSBTAG00000035736#12907	ENSBTAG00000035736	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_427_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000013786#PAG7#427	PAG7	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
mm10.ENSMUST00000025647_Pga5_17193_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	mm10.ENSMUST00000025647#Pga5#17193	Pga5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
mm10.ENSMUST00000025647_Pga5_17372_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	mm10.ENSMUST00000025647#Pga5#17372	Pga5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
mm10.ENSMUST00000025647_Pga5_17360_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	mm10.ENSMUST00000025647#Pga5#17360	Pga5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
mm10.ENSMUST00000025647_Pga5_15041_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	mm10.ENSMUST00000025647#Pga5#15041	Pga5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000038878_PAG6_6307_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000038878#PAG6#6307	PAG6	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000027020_ENSBTAG00000035736_10923_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000027020#ENSBTAG00000035736#10923	ENSBTAG00000035736	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_2746_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000013786#PAG7#2746	PAG7	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
mm10.ENSMUST00000025647_Pga5_17534_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	mm10.ENSMUST00000025647#Pga5#17534	Pga5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
mm10.ENSMUST00000025647_Pga5_12632_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	mm10.ENSMUST00000025647#Pga5#12632	Pga5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
mm10.ENSMUST00000025647_Pga5_108248_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	mm10.ENSMUST00000025647#Pga5#108248	Pga5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	4
HLbosTau10.ENSBTAT00000025567_PAG12_54787_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000025567#PAG12#54787	PAG12	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	2
HLbosTau10.XM_002707800_ENSBTAG00000051501_5090_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.XM_002707800#ENSBTAG00000051501#5090	ENSBTAG00000051501	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	4
HLbosTau10.NM_174411_ENSBTAG00000054180_16341_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.NM_174411#ENSBTAG00000054180#16341	ENSBTAG00000054180	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	4
HLbosTau10.ENSBTAT00000005399_PAG11_6868_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000005399#PAG11#6868	PAG11	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	4
HLbosTau10.ENSBTAT00000030243_PAG3_236400_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000030243#PAG3#236400	PAG3	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	4
HLbosTau10.ENSBTAT00000017585_ENSBTAG00000013214_5524_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000017585#ENSBTAG00000013214#5524	ENSBTAG00000013214	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	4
HLbosTau10.ENSBTAT00000030188_ENSBTAG00000024611_339_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	HLbosTau10.ENSBTAT00000030188#ENSBTAG00000024611#339	ENSBTAG00000024611	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	4
mm10.ENSMUST00000025647_Pga5_32641_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	mm10.ENSMUST00000025647#Pga5#32641	Pga5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PAG	4
hg38.ENST00000312403.10_PGA5_4359_Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	hg38.ENST00000312403.10#PGA5#4359	PGA5	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	PGA	38
HLbosTau10.ENSBTAT00000013786_PAG7_436694_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000013786#PAG7#436694	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	4
HLbosTau10.ENSBTAT00000013786_PAG7_36721_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000013786#PAG7#36721	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	4
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_1056_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#1056	ENSBTAG00000035736	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	4
HLbosTau10.ENSBTAT00000025517_PAG2_553868_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000025517#PAG2#553868	PAG2	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
mm10.ENSMUST00000025647_Pga5_37060_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	mm10.ENSMUST00000025647#Pga5#37060	Pga5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
mm10.ENSMUST00000025647_Pga5_331442_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	mm10.ENSMUST00000025647#Pga5#331442	Pga5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000005384_PAG10_6217_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000005384#PAG10#6217	PAG10	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000025567_PAG12_25704_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000025567#PAG12#25704	PAG12	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000005384_PAG10_5477_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000005384#PAG10#5477	PAG10	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000025593_PAG5_822_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000025593#PAG5#822	PAG5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_1956_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000013786#PAG7#1956	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000038954_PAG21_266849_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000038954#PAG21#266849	PAG21	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000007506_MGC157408_12449_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000007506#MGC157408#12449	MGC157408	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000025597_PAG8_32811_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000025597#PAG8#32811	PAG8	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
mm10.ENSMUST00000025647_Pga5_14027_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	mm10.ENSMUST00000025647#Pga5#14027	Pga5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_27_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000013786#PAG7#27	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000077609_ENSBTAG00000053183_1311_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000077609#ENSBTAG00000053183#1311	ENSBTAG00000053183	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.NM_176628_PAG19_1254_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.NM_176628#PAG19#1254	PAG19	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
mm10.ENSMUST00000025647_Pga5_14004_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	mm10.ENSMUST00000025647#Pga5#14004	Pga5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000025597_PAG8_37564_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000025597#PAG8#37564	PAG8	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000025597_PAG8_55866_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000025597#PAG8#55866	PAG8	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_232153_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000013786#PAG7#232153	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000050664_PAG15_332324_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000050664#PAG15#332324	PAG15	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
mm10.ENSMUST00000025647_Pga5_16557_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	mm10.ENSMUST00000025647#Pga5#16557	Pga5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
mm10.ENSMUST00000025647_Pga5_12715_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	mm10.ENSMUST00000025647#Pga5#12715	Pga5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000025597_PAG8_7945_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000025597#PAG8#7945	PAG8	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.NM_001109978_PAG7_253581_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.NM_001109978#PAG7#253581	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_834_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#834	ENSBTAG00000035736	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000025567_PAG12_102604_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000025567#PAG12#102604	PAG12	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000025593_PAG5_7123_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000025593#PAG5#7123	PAG5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000038954_PAG21_343_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000038954#PAG21#343	PAG21	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_1978_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000013786#PAG7#1978	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000025567_PAG12_20472_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000025567#PAG12#20472	PAG12	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_214226_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000013786#PAG7#214226	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_299_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000013786#PAG7#299	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
mm10.ENSMUST00000025647_Pga5_15683_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	mm10.ENSMUST00000025647#Pga5#15683	Pga5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_241_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#241	ENSBTAG00000035736	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_519_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#519	ENSBTAG00000051196	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.NM_176619_PAG8_24699_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.NM_176619#PAG8#24699	PAG8	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_293_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000013786#PAG7#293	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_7567_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#7567	ENSBTAG00000051196	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.NM_176625_PAG16_14931_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.NM_176625#PAG16#14931	PAG16	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
mm10.ENSMUST00000025647_Pga5_239607_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	mm10.ENSMUST00000025647#Pga5#239607	Pga5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_3597_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000013786#PAG7#3597	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_186887_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000013786#PAG7#186887	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
